date,tmax
2021-06-16,29.1
2021-06-17,24.6
2021-06-18,25.6
2021-06-19,25.4
2021-06-21,25.5
2021-06-22,26.7
2021-06-23,30.4
2021-06-24,27.1
2021-06-25,26.9
2021-06-26,32.1
2021-06-27,32.4
2021-06-28,30.6
2021-06-29,32.5
2021-06-30,32.2
2021-07-01,33.1
2021-07-02,36.2
2021-07-03,35.0
2021-07-04,34.1
2021-07-05,37.0
2021-07-06,32.8
2021-07-07,30.7
2021-07-08,30.6
2021-07-09,29.2
2021-07-10,33.7
2021-07-11,37.5
2021-07-12,34.0
2021-07-13,31.9
2021-07-14,29.7
2021-07-15,29.2
2021-07-16,31.3
2021-07-17,36.3
2021-07-18,35.2
2021-07-19,35.8
2021-07-20,33.6
2021-07-21,35.0
2021-07-22,36.0
2021-07-23,38.2
2021-07-24,36.0
2021-07-25,32.8
2021-07-26,31.6
2021-07-27,30.8
2021-07-28,33.8
2021-07-29,33.3
2021-07-30,37.1
2021-07-31,29.3
2021-08-01,30.4
2021-08-02,30.5
2021-08-03,31.0
2021-08-04,34.0
2021-08-05,36.3
2021-08-06,36.3
2021-08-07,31.8
2021-08-08,33.8
2021-08-09,29.1
2021-08-10,31.4
2021-08-11,34.5
2021-08-12,36.7
2021-08-13,39.9
